circuit_id,gate,n_nodes,snr_reportado,snr_real,media_low,media_high,desvio_low,desvio_high,sinal,ruido
38281481641994305_5488,NOT,4,2.829553,0.153352,640.3,711.9,299.1249,358.4944,71.6,466.8982
38281481669653153_5489,NOT,6,1.0,0.357562,0.35,0.95,0.5871,1.572,0.6,1.678
38281481686484936_5490,NOT,5,1.255814,0.218643,73.95,84.75,32.755,36.9735,10.8,49.3957
38281481739835500_5491,NOT,5,0.916667,0.294319,0.35,0.9,0.8127,1.6827,0.55,1.8687
38281481814926915_5492,NOT,6,0.995871,0.303344,0.9,1.85,1.4832,2.7582,0.95,3.1318
38281481850378030_5493,NOT,5,1.542816,0.468648,0.7,2.0,1.1286,2.534,1.3,2.7739
38281481927930695_5494,NOT,6,1.09213,0.266772,1.3,2.55,1.3416,4.4895,1.25,4.6856
38281482016061839_5495,NOT,6,2.351511,0.462706,0.75,2.8,1.0195,4.3116,2.05,4.4305
38281482042400190_5496,NOT,5,1.127443,0.322617,0.7,1.65,1.1286,2.7198,0.95,2.9447
38281482052050966_5497,NOT,5,1.247219,0.192755,1.25,2.65,2.0743,6.9606,1.4,7.2631
38281482084010352_5498,NOT,6,2.017529,0.392186,0.7,2.4,1.5594,4.0445,1.7,4.3347
38281487769505787_5499,NOT,4,3.26365,0.422972,0.7,3.45,0.7327,6.4602,2.75,6.5016
38281487796413949_5500,NOT,5,1.377838,0.298299,0.95,2.3,1.191,4.3661,1.35,4.5257
38281487803293357_5501,NOT,4,1.032094,0.322525,0.45,1.15,0.7592,2.0333,0.7,2.1704
38281487817817092_5502,NOT,6,1.442804,0.333601,1.0,2.45,1.8638,3.9266,1.45,4.3465
38281487824701442_5503,NOT,6,3.460006,0.249562,298.2,357.95,157.5876,180.2435,59.75,239.4193
38281487831023134_5504,NOT,4,1.705942,0.184492,108.25,126.0,74.4184,60.978,17.75,96.2102
38281487832262433_5505,NOT,6,1.107823,0.200326,0.65,1.55,1.4965,4.2361,0.9,4.4927
38281487895514118_5506,NOT,5,1.354006,0.452459,0.65,1.75,1.04,2.1975,1.1,2.4312
38281487924224929_5507,NOT,5,1.4799,0.279393,0.95,2.4,1.3563,5.0095,1.45,5.1898
38281488067191431_5508,NOT,4,0.917663,0.149023,1.7,2.9,2.9753,7.4826,1.2,8.0525
38281488130039814_5509,NOT,6,1.13586,0.327805,0.55,1.4,0.8256,2.4581,0.85,2.593
38281488187841424_5510,NOT,4,2.491541,0.18528,297.15,340.1,149.9794,176.7558,42.95,231.8112
38281488436650728_5511,NOT,5,1.105815,0.278139,0.45,1.2,0.9987,2.5047,0.75,2.6965
38281488590256658_5512,NOT,5,2.496719,0.398151,0.6,2.55,1.0463,4.7846,1.95,4.8976
38281488611348762_5513,NOT,5,1.190238,0.589145,0.5,1.35,0.6882,1.268,0.85,1.4428
38281488663997155_5514,NOT,4,1.36277,0.423539,0.9,2.2,1.4473,2.7067,1.3,3.0694
38281493306266137_5515,NOT,5,0.960277,0.324733,0.6,1.35,1.1425,2.0072,0.75,2.3096
38281493317152289_5516,NOT,5,2.059219,0.690378,0.25,1.3,0.4443,1.4546,1.05,1.5209
38281493353221076_5517,NOT,6,2.133022,0.125171,356.95,397.25,252.1041,200.254,40.3,321.9598
38281493406262223_5518,NOT,4,1.25,0.339958,0.15,0.65,0.3663,1.4244,0.5,1.4708
38281493406893493_5519,NOT,6,6.185959,0.342471,457.4,589.7,276.7028,269.5763,132.3,386.3106
38281493528782419_5520,NOT,6,1.205528,0.263191,0.9,2.05,1.6512,4.0455,1.15,4.3695
38281493614334451_5521,NOT,5,2.446574,0.215886,368.25,415.2,171.0755,134.2725,46.95,217.4763
38281493693250005_5522,NOT,6,1.147079,0.275957,0.75,1.75,1.4824,3.3067,1.0,3.6238
38281493693811260_5523,NOT,4,7.123031,0.542164,150.2,237.5,104.1717,122.785,87.3,161.0214
38281493743134864_5524,NOT,4,2.092555,0.533255,0.65,2.35,1.2258,2.9429,1.7,3.188
38281493898696368_5525,NOT,5,1.920553,0.532789,0.6,2.1,0.9403,2.6537,1.5,2.8154
38281493936453565_5526,NOT,5,0.987829,0.336528,0.3,0.85,0.6569,1.4965,0.55,1.6343
38281493989979035_5527,NOT,4,1.600461,0.356683,0.6,1.85,1.3139,3.2489,1.25,3.5045
38281494061605090_5528,NOT,4,2.93395,0.213255,309.3,360.9,186.9563,153.6023,51.6,241.9635
38281494078469965_5529,NOT,4,3.247729,0.252197,293.6,349.25,123.9305,182.5714,55.65,220.6606
38281494175109014_5530,NOT,6,1.658312,0.435171,0.1,0.65,0.3078,1.2258,0.55,1.2639
38281494180472130_5531,NOT,4,0.937043,0.366941,0.4,1.0,0.8208,1.4142,0.6,1.6351
38281494257746083_5532,NOT,4,6.847421,0.315552,582.4,747.65,367.343,373.2372,165.25,523.6859
38281499358687666_5533,NOT,4,1.43714,0.091171,538.5,571.85,242.9833,273.4313,33.35,365.7944
38281499442238654_5534,NOT,4,7.137477,0.492214,286.2,406.95,163.4824,182.9082,120.75,245.32
38281499454924110_5535,NOT,5,4.44192,0.341776,302.05,379.25,138.057,178.7777,77.2,225.8787
38281499541262789_5536,NOT,5,6.538886,0.384332,515.4,663.85,215.4543,320.5809,148.45,386.2547
38281499570555735_5537,NOT,5,2.341005,0.291857,77.8,98.45,45.2253,54.4131,20.65,70.7539
38281499664866826_5538,NOT,5,1.13586,0.487551,0.55,1.4,0.887,1.5009,0.85,1.7434
38281499682372050_5539,NOT,4,1.954545,0.447922,1.2,3.35,1.4364,4.58,2.15,4.7999
38281499775716786_5540,NOT,6,2.271721,0.368349,0.55,2.25,0.887,4.5291,1.7,4.6152
38281499793938404_5541,NOT,4,2.38006,0.153868,534.0,589.0,232.4997,271.5026,55.0,357.449
38281499852964276_5542,NOT,5,1.791093,0.314213,1.3,3.35,1.9222,6.2347,2.05,6.5242
38281499885847820_5543,NOT,4,7.426097,0.476165,322.2,455.5,163.8467,226.9879,133.3,279.9451
38281499931619655_5544,NOT,6,5.99423,0.501741,415.25,537.4,179.0689,164.9346,122.15,243.4524
38281499957298826_5545,NOT,4,1.091089,0.450546,0.2,0.7,0.4104,1.0311,0.5,1.1098
38281500042671931_5546,NOT,4,3.122271,0.182951,524.4,595.9,279.3704,273.2908,71.5,390.8142
38281500150213636_5547,NOT,5,12.922238,0.554384,863.15,1242.8,498.1211,469.943,379.65,684.8146
38281500233752583_5548,NOT,4,1.00223,0.335146,0.55,1.3,0.6863,2.13,0.75,2.2378
38281500366731503_5549,NOT,4,4.344707,0.223054,510.85,609.05,338.6257,281.3435,98.2,440.2517
38281500378084193_5550,NOT,4,2.534151,0.325815,104.85,130.8,60.4825,51.8211,25.95,79.6465
38281500419496720_5551,NOT,4,0.86164,0.272801,0.65,1.35,1.1367,2.3005,0.7,2.566
38281505558557306_5552,NOT,4,1.205528,0.366813,0.9,2.05,1.9974,2.4165,1.15,3.1351
38281505770417391_5553,NOT,4,1.000801,0.2963,1.55,2.8,1.7313,3.8471,1.25,4.2187
38281505784303733_5554,NOT,4,2.782974,0.395047,67.7,90.6,36.6909,44.8781,22.9,57.9678
38281505919158236_5555,NOT,4,1.1566,0.066613,571.5,599.15,271.2215,314.2164,27.65,415.082
38281505930121839_5556,NOT,6,2.458168,0.15152,348.65,394.55,166.9965,252.7421,45.9,302.9297
38281506089822732_5557,NOT,5,1.885856,0.416507,0.3,1.35,0.5712,2.4554,1.05,2.521
38281506112872079_5558,NOT,4,2.337319,0.151883,596.8,653.9,247.9057,282.6282,57.1,375.9467
38281506182745930_5559,NOT,6,0.909091,0.180003,1.2,2.2,1.5424,5.3371,1.0,5.5555
38281506415558219_5560,NOT,4,1.905474,0.281151,102.05,121.3,39.3854,56.0067,19.25,68.4686
38281511007711108_5561,NOT,5,1.020621,0.300864,0.95,1.95,1.1459,3.12,1.0,3.3238
38281511022828430_5562,NOT,4,3.250414,0.199156,273.95,327.75,163.9902,214.6686,53.8,270.1396
38281511071500546_5563,NOT,4,6.607407,0.24026,937.4,1139.7,568.961,620.6899,202.3,842.0051
38281511146526057_5564,NOT,6,1.25,0.389768,0.35,1.1,0.5871,1.8325,0.75,1.9242
38281511362092511_5565,NOT,4,2.158939,0.137134,859.65,922.95,345.8173,305.743,63.3,461.5933
38281511371983168_5566,NOT,6,1.243365,0.264327,1.35,2.8,1.7852,5.187,1.45,5.4856
38281511425598929_5567,NOT,5,1.466471,0.308009,1.85,3.85,1.9541,6.1923,2.0,6.4933
38281511433602008_5568,NOT,5,3.590724,0.187201,613.65,702.6,366.9526,301.8632,88.95,475.1586
38281511497538018_5569,NOT,4,10.061387,0.340001,728.95,1000.6,535.9723,592.5246,271.65,798.9691
38281511506520634_5570,NOT,5,1.938006,0.153197,282.95,315.55,140.1944,160.0889,32.6,212.7979
38281511565303529_5571,NOT,5,2.803652,0.349499,0.85,3.45,1.4244,7.3016,2.6,7.4392
38281511630409081_5572,NOT,5,3.433646,0.218518,594.2,677.9,281.9536,259.2633,83.7,383.0344
38281511848873533_5573,NOT,4,2.997799,0.222166,388.65,447.75,160.7922,211.9218,59.1,266.0168
38281511970888601_5574,NOT,6,0.960277,0.309808,0.6,1.35,1.1877,2.1095,0.75,2.4209
38281512164772442_5575,NOT,6,7.084543,0.379526,436.7,584.75,259.6496,291.1243,148.05,390.0913
38281512184171031_5576,NOT,6,1.253257,0.416457,0.45,1.3,0.6863,1.9222,0.85,2.041
38281516962473243_5577,NOT,4,2.843684,0.659127,0.25,1.7,0.4443,2.1546,1.45,2.1999
38281517042557949_5578,NOT,5,1.297117,0.084728,576.7,607.85,242.9523,275.9343,31.15,367.6486
38281517068298865_5579,NOT,4,2.232167,0.155459,351.5,393.35,158.0967,217.8895,41.85,269.2033
38281517232498215_5580,NOT,4,1.333333,0.469776,0.35,1.15,0.8127,1.4965,0.8,1.7029
38281517331128901_5581,NOT,5,4.429558,0.273873,559.75,664.55,268.6772,272.472,104.8,382.6597
38281517346842170_5582,NOT,5,1.191237,0.061065,529.05,556.45,275.3686,354.2676,27.4,448.7019
38281520267064604_5583,NOT,5,3.772522,0.222189,332.1,400.85,251.2166,180.6425,68.75,309.4212
38281520346117522_5584,NOT,4,2.10042,0.470641,0.5,2.0,0.8272,3.0779,1.5,3.1871
38281520413713777_5585,NOT,4,2.166667,0.376768,0.8,2.75,1.3219,5.0039,1.95,5.1756
38281520664047586_5586,NOT,5,1.302434,0.245188,1.9,3.7,3.0418,6.6815,1.8,7.3413
38281520690224737_5587,NOT,6,1.230915,0.421194,0.65,1.65,0.9333,2.1831,1.0,2.3742
38281520709298271_5588,NOT,4,1.392997,0.16812,74.2,86.2,42.1908,57.5734,12.0,71.3776
38281520770603911_5589,NOT,4,1.30546,0.403223,0.7,1.8,1.1743,2.4623,1.1,2.728
38281523613678502_5590,NOT,6,1.069045,0.412395,0.55,1.35,0.7592,1.7852,0.8,1.9399
38281523626406174_5591,NOT,5,0.958373,0.294194,0.45,1.1,0.6048,2.125,0.65,2.2094
38281523715757221_5592,NOT,6,1.528982,0.341428,1.3,3.05,2.993,4.1609,1.75,5.1255
38281523734221364_5593,NOT,4,1.326807,0.231588,0.95,2.25,1.1459,5.4952,1.3,5.6134
38281523826790990_5594,NOT,6,2.291288,0.502525,0.2,1.25,0.5231,2.0229,1.05,2.0894
38281523872365326_5595,NOT,4,2.02068,0.170481,363.95,402.5,150.6147,168.6649,38.55,226.1253
38281524148422785_5596,NOT,6,0.917389,0.340429,1.3,2.35,1.5252,2.6808,1.05,3.0843
38281526849041316_5597,NOT,4,8.568796,0.496241,404.55,576.9,154.3675,311.1199,172.35,347.3109
38281526931744696_5598,NOT,5,2.638281,0.558091,0.75,3.05,1.0195,3.9931,2.3,4.1212
38281526953968946_5599,NOT,6,2.158477,0.124796,321.45,360.15,203.6275,233.8833,38.7,310.1057
38281526972053823_5600,NOT,4,4.625,0.856948,0.15,2.0,0.3663,2.1275,1.85,2.1588
38281526985877715_5601,NOT,5,1.152332,0.507305,0.6,1.5,0.6806,1.6384,0.9,1.7741
38281526999071584_5602,NOT,4,1.33169,0.067241,663.4,697.7,392.896,325.3334,34.3,510.107
38281527052683882_5603,NOT,5,3.899418,0.252495,471.8,556.5,239.1202,235.2657,84.7,335.4526
38281527081115958_5604,NOT,6,1.167434,0.441677,0.3,0.95,0.4702,1.3945,0.65,1.4717
38281527237537502_5605,NOT,5,1.0,0.270472,0.35,0.95,0.8127,2.0641,0.6,2.2183
38281527363494606_5606,NOT,6,2.49878,0.426976,0.4,2.0,1.1425,3.5689,1.6,3.7473
38281527382198279_5607,NOT,6,1.680336,0.365148,0.5,1.7,1.0,3.1305,1.2,3.2863
38281527423253444_5608,NOT,5,1.940079,0.133122,284.95,317.7,174.1797,173.737,32.75,246.0145
38281527551651699_5609,NOT,4,1.563575,0.385541,0.85,2.3,1.3089,3.5258,1.45,3.7609
38281527602476627_5610,NOT,4,2.939582,0.205475,227.1,271.4,143.8804,160.5649,44.3,215.5984
38281527634953907_5611,NOT,4,1.24939,0.371728,0.4,1.2,0.6806,2.0417,0.8,2.1521
38281531518443492_5612,NOT,6,0.944444,0.212587,0.8,1.65,1.4364,3.7314,0.85,3.9984
38281531680781660_5613,NOT,4,4.528936,0.252079,563.4,670.9,301.2038,301.8919,107.5,426.4533
38281531695350208_5614,NOT,4,4.968017,0.301809,333.3,424.0,184.4971,237.2207,90.7,300.521
38281531775436326_5615,NOT,6,5.782658,0.221638,919.5,1094.85,476.6717,631.4337,175.35,791.1539
38281531807048323_5616,NOT,4,0.882523,0.34702,0.25,0.7,0.5501,1.1743,0.45,1.2968
38281531963228340_5617,NOT,5,1.34791,0.35745,0.85,2.1,1.4609,3.1772,1.25,3.497
38281532084756074_5618,NOT,4,2.827395,0.168831,417.9,475.7,216.6394,265.0919,57.8,342.3541
38281535138858454_5619,NOT,4,1.835326,0.580582,0.75,2.35,1.0699,2.5397,1.6,2.7559
38281535194341149_5620,NOT,5,1.078639,0.550725,0.25,0.8,0.4443,0.8944,0.55,0.9987
38281535252419032_5621,NOT,6,1.171303,0.304389,0.4,1.15,0.6806,2.3681,0.75,2.464
38281535288342149_5622,NOT,4,9.128551,0.722278,288.3,443.3,150.8698,152.6138,155.0,214.5988
38281535356437381_5623,NOT,6,3.501286,0.290807,202.7,252.55,117.0776,125.2099,49.85,171.4196
38281535422788340_5624,NOT,5,1.990313,0.084045,626.05,675.85,347.9644,479.6046,49.8,592.5367
38281535436920245_5625,NOT,6,7.749406,0.324219,626.7,820.7,366.0364,473.3427,194.0,598.361
38281535627910475_5626,NOT,5,5.156805,0.237824,643.35,774.15,169.1344,523.3333,130.8,549.9856
38281535672450729_5627,NOT,6,0.996616,0.363712,1.1,2.15,1.5183,2.4554,1.05,2.8869
38281535736169160_5628,NOT,6,10.33752,0.423332,795.95,1087.6,337.2543,600.7471,291.65,688.9395
38281535783435835_5629,NOT,6,1.879183,0.106513,501.9,544.0,268.8263,289.7576,42.1,395.2557
38281535790494876_5630,NOT,5,4.949122,0.214536,1128.4,1294.65,355.4664,688.5916,166.25,774.9289
38281535813858662_5631,NOT,6,2.063256,0.280923,74.0,91.75,43.8622,45.4798,17.75,63.1847
38281535960554921_5632,NOT,5,0.943456,0.382846,0.9,1.8,1.4832,1.8238,0.9,2.3508
38281535989972858_5633,NOT,5,5.912379,0.398051,305.55,408.9,152.6225,210.0458,103.35,259.6399
38281540956811352_5634,NOT,6,1.0,0.224677,0.35,0.95,1.0894,2.4382,0.6,2.6705
38281540981676893_5635,NOT,6,6.758038,0.373084,454.65,598.75,162.0865,350.5842,144.1,386.2399
38281540999706572_5636,NOT,6,1.032094,0.377011,0.45,1.15,0.7592,1.6944,0.7,1.8567
38281541176043015_5637,NOT,4,1.309307,0.52946,0.2,0.8,0.5231,1.0052,0.6,1.1332
38281541283828044_5638,NOT,5,0.872872,0.34194,0.2,0.6,0.5231,1.0463,0.4,1.1698
38281541485154183_5639,NOT,5,1.227273,0.320004,1.2,2.55,2.353,3.5015,1.35,4.2187
38281541566434940_5640,NOT,5,1.327169,0.178803,116.9,131.25,44.9888,66.4608,14.35,80.256
38281545815705193_5641,NOT,6,0.937043,0.257948,0.4,1.0,0.6806,2.2243,0.6,2.3261
38281545917536165_5642,NOT,4,1.032371,0.255204,0.75,1.65,0.9105,3.407,0.9,3.5266
38281545932028841_5643,NOT,4,2.213174,0.228251,250.8,285.85,96.4035,119.5268,35.05,153.5588
38281545965855502_5644,NOT,4,4.86303,0.239094,1135.9,1299.8,428.3745,535.1753,163.9,685.5052
38281546102871391_5645,NOT,6,1.397926,0.279193,1.3,2.9,1.3803,5.5621,1.6,5.7308
38281546292094898_5646,NOT,5,1.157719,0.277684,1.9,3.5,3.1937,4.7958,1.6,5.7619
38281546391292703_5647,NOT,5,1.833333,0.64361,0.35,1.45,0.5871,1.6051,1.1,1.7091
38281546570913806_5648,NOT,6,3.119655,0.169424,831.35,921.3,408.4313,339.1998,89.95,530.9168
38281550392382974_5649,NOT,4,1.077668,0.157537,77.7,87.2,40.3068,44.8537,9.5,60.3034
38281550405674377_5650,NOT,5,1.796053,0.486126,0.3,1.3,0.4702,2.0026,1.0,2.0571
38281550468494006_5651,NOT,6,1.712275,0.146508,188.35,211.85,102.7641,123.1581,23.5,160.4007
38281550479826331_5652,NOT,6,0.854788,0.210302,1.8,2.95,3.6216,4.0972,1.15,5.4683
38281550525603053_5653,NOT,6,1.222222,0.380251,0.8,1.9,1.3219,2.5731,1.1,2.8928
38281550534561180_5654,NOT,6,1.080021,0.077112,341.2,361.15,189.5581,176.073,19.95,258.716
38281550609492761_5655,NOT,4,1.253444,0.371021,1.15,2.5,1.7252,3.2036,1.35,3.6386
38281550655949682_5656,NOT,5,0.949425,0.304439,0.7,1.5,0.7327,2.5236,0.8,2.6278
38281550709902918_5657,NOT,5,0.944444,0.341441,0.8,1.65,1.4726,2.0072,0.85,2.4895
38281550730704797_5658,NOT,6,1.25,0.560865,0.15,0.65,0.3663,0.8127,0.5,0.8915
38281550743266795_5659,NOT,4,6.579483,0.402569,356.9,481.2,207.0619,229.0464,124.3,308.7667
38281553843115285_5660,NOT,6,1.186782,0.328192,0.7,1.7,1.1286,2.8303,1.0,3.047
38281553845638956_5661,NOT,5,3.955039,0.24384,583.65,679.2,212.5577,329.1962,95.55,391.8558
38281553848501629_5662,NOT,6,0.960277,0.362459,0.6,1.35,1.4654,1.4609,0.75,2.0692
38281553871971730_5663,NOT,5,2.789808,0.119369,910.9,995.1,502.1094,495.4228,84.2,705.3777
38281553895968097_5664,NOT,6,4.703474,0.418533,299.5,380.9,133.9035,141.0524,81.4,194.4889
38281554056547466_5665,NOT,4,1.728498,0.321146,0.6,1.95,0.9947,4.0843,1.35,4.2037
38281554057903103_5666,NOT,6,1.088662,0.225528,2.15,3.75,3.0826,6.3898,1.6,7.0945
38281554080054214_5667,NOT,4,4.914523,0.305322,363.5,457.2,170.4312,255.2136,93.7,306.8888
38281554092901377_5668,NOT,4,3.457796,0.290662,269.35,326.1,89.641,173.4495,56.75,195.244
38281554179212430_5669,NOT,6,2.255336,0.60544,0.25,1.4,0.4443,1.8468,1.15,1.8994
38281557713371982_5670,NOT,6,1.492556,0.224132,1.0,2.5,1.7472,6.4604,1.5,6.6925
38281557726924114_5671,NOT,6,0.937043,0.390741,0.4,1.0,0.8208,1.2978,0.6,1.5355
38281557849596823_5672,NOT,6,1.376279,0.324764,1.1,2.55,1.861,4.0585,1.45,4.4648
38281557944534857_5673,NOT,6,2.213763,0.16261,316.75,356.15,136.9855,199.8582,39.4,242.298
38281558007683402_5674,NOT,6,2.806707,0.333338,0.95,3.7,1.3563,8.1376,2.75,8.2499
38281558060353460_5675,NOT,4,2.793048,0.257788,200.5,240.05,62.3787,140.167,39.55,153.4206
38281558096868613_5676,NOT,4,1.693672,0.300738,74.3,88.9,39.3341,28.4548,14.6,48.5473
38281558117848873_5677,NOT,5,1.097564,0.226359,2.25,3.9,4.166,5.9816,1.65,7.2893
38281558235948054_5678,NOT,6,1.845063,0.104965,426.4,464.5,193.7017,306.9724,38.1,362.9771
38281558424101473_5679,NOT,6,1.111111,0.344171,0.8,1.8,1.3611,2.567,1.0,2.9055
38281558429833445_5680,NOT,5,1.527525,0.610246,0.2,0.9,0.4104,1.0712,0.7,1.1471
38281558487247483_5681,NOT,4,2.878293,0.186959,300.55,350.45,231.6766,132.5259,49.9,266.9029
38281558639203376_5682,NOT,5,3.648232,0.281122,297.25,360.15,130.5518,181.7098,62.9,223.7459
38281558699821649_5683,NOT,4,1.892866,0.158883,360.7,396.65,184.4223,131.0935,35.95,226.2677
38281558721650917_5684,NOT,6,1.538644,0.355922,0.65,1.9,0.8751,3.4012,1.25,3.512
38281558750081610_5685,NOT,6,1.006551,0.09692,343.3,361.95,134.8754,137.2464,18.65,192.4265
38281563824402512_5686,NOT,6,0.993127,0.206198,1.45,2.65,2.5849,5.2141,1.2,5.8197
38281563877571837_5687,NOT,6,0.900368,0.227327,1.35,2.4,1.4609,4.3818,1.05,4.6189
38281563919239154_5688,NOT,5,1.108843,0.254915,1.7,3.15,3.5851,4.4162,1.45,5.6882
38281563965259015_5689,NOT,6,2.0,0.48734,0.0,0.2,0.0,0.4104,0.2,0.4104
38281564143580176_5690,NOT,5,3.332826,0.302325,275.8,331.15,121.295,137.1355,55.35,183.0809
38281564396654448_5691,NOT,5,0.890086,0.34624,0.7,1.45,1.1286,1.8489,0.75,2.1661
38281564463391385_5692,NOT,6,1.055556,0.199474,0.8,1.75,1.2397,4.5983,0.95,4.7625
38281564566860455_5693,NOT,6,1.190238,0.347698,0.5,1.35,0.9459,2.2542,0.85,2.4447
38281564605853863_5694,NOT,5,4.242551,0.172454,1159.25,1303.7,491.2302,678.4475,144.45,837.6146
38281564617111871_5695,NOT,4,3.151782,0.1586,599.95,677.15,322.6867,364.426,77.2,486.7577
38281564635746077_5696,NOT,4,4.675663,0.306977,263.5,339.4,167.5459,181.8268,75.9,247.2501
38281564747282176_5697,NOT,5,5.656239,0.313391,550.4,683.1,267.7525,328.0301,132.7,423.4326
38281569674840733_5698,NOT,5,2.769559,0.62486,0.65,2.9,1.1367,3.4167,2.25,3.6008
38281569753508583_5699,NOT,4,6.795239,0.414949,366.55,496.65,183.4358,254.2712,130.1,313.5323
38281569962214705_5700,NOT,5,1.008764,0.351432,0.7,1.55,1.2183,2.0894,0.85,2.4187
38281570028789138_5701,NOT,6,1.527525,0.419119,0.2,0.9,0.5231,1.5861,0.7,1.6702
38281570087071065_5702,NOT,4,8.250383,0.304787,1013.45,1276.1,592.901,625.3627,262.65,861.7483
38281570126725584_5703,NOT,4,3.619107,0.162234,1131.7,1253.45,542.7758,518.2516,121.75,750.46
38281570127679352_5704,NOT,6,1.000801,0.217398,1.55,2.8,2.7237,5.0638,1.25,5.7498
38281570136650918_5705,NOT,6,0.918559,0.26241,0.95,1.85,1.9861,2.7961,0.9,3.4297
38281570200500924_5706,NOT,6,1.166667,0.462626,0.35,1.05,0.5871,1.3945,0.7,1.5131
38281570298311936_5707,NOT,6,1.166667,0.337984,0.35,1.05,0.7452,1.9324,0.7,2.0711
38281570355543233_5708,NOT,4,4.411272,0.278648,389.85,476.95,195.6843,243.7508,87.1,312.5809
38281570408860194_5709,NOT,4,1.968186,0.07316,1272.15,1342.35,729.202,623.6857,70.2,959.5412
38281570424686621_5710,NOT,5,0.970495,0.336025,0.85,1.75,1.387,2.2913,0.9,2.6784
38281570444244531_5711,NOT,6,1.571032,0.084545,654.75,694.95,274.6923,388.1149,40.2,475.4883
38281570543418394_5712,NOT,4,6.008117,0.262071,800.6,970.6,497.1227,416.7184,170.0,648.6796
38281570820102896_5713,NOT,6,1.393052,0.370835,1.0,2.4,2.4279,2.891,1.4,3.7753
38281576060048875_5714,NOT,4,8.37435,0.594002,305.4,451.75,97.0721,226.4508,146.35,246.3797
38281576079525633_5715,NOT,4,0.984732,0.308824,0.65,1.45,1.04,2.3725,0.8,2.5905
38281576112015880_5716,NOT,6,1.125,0.470912,0.15,0.6,0.4894,0.8208,0.45,0.9556
38281576119499781_5717,NOT,6,1.916745,0.436277,0.45,1.75,0.9445,2.8261,1.3,2.9798
38281576176461285_5718,NOT,4,1.832066,0.135548,315.65,348.2,152.982,185.101,32.55,240.1372
38281576258668421_5719,NOT,6,1.990074,0.415605,1.0,3.0,1.8638,4.4367,2.0,4.8123
38281576269200029_5720,NOT,6,1.990074,0.315399,1.0,3.0,1.3377,6.1985,2.0,6.3412
38281576279514963_5721,NOT,6,1.661494,0.587209,0.7,2.1,0.9234,2.1981,1.4,2.3842
38281576325051374_5722,NOT,5,0.86164,0.253303,0.65,1.35,1.5652,2.2775,0.7,2.7635
38281576444768599_5723,NOT,5,0.854242,0.322687,1.1,2.0,1.861,2.0774,0.9,2.7891
38281576499025273_5724,NOT,6,1.046278,0.305018,0.65,1.5,1.5985,2.2827,0.85,2.7867
38281576730962399_5725,NOT,4,1.246121,0.318923,0.7,1.75,0.9787,3.1435,1.05,3.2923
38281576840422807_5726,NOT,4,4.285839,0.349239,316.1,392.3,141.6166,165.9848,76.2,218.1885
38281576891580291_5727,NOT,6,3.071805,0.204411,442.25,506.85,206.7923,238.9806,64.6,316.0297
38281576967523762_5728,NOT,5,5.43569,0.394959,281.8,373.05,140.34,183.5278,91.25,231.0364
38281577030197161_5729,NOT,4,4.147694,0.26903,361.85,440.75,251.1343,151.4675,78.9,293.2761
38281582174638879_5730,NOT,5,4.155394,0.272017,317.55,391.6,157.4536,222.0698,74.05,272.2253
38281582261370279_5731,NOT,6,1.38085,0.28732,1.25,2.8,2.1244,4.9588,1.55,5.3947
38281582294019869_5732,NOT,6,1.204433,0.272089,0.75,1.8,1.0699,3.7077,1.05,3.859
38281582326064778_5733,NOT,6,1.916745,0.467848,0.45,1.75,0.887,2.6333,1.3,2.7787
38281582335518347_5734,NOT,6,1.166667,0.355903,0.35,1.05,0.9333,1.7313,0.7,1.9668
38281582410818203_5735,NOT,6,4.93357,0.301184,530.65,644.3,230.1197,299.055,113.65,377.3447
38281582480139940_5736,NOT,5,1.25884,0.091373,243.65,263.3,153.6388,150.4737,19.65,215.0516
38281582532805133_5737,NOT,6,2.400397,0.518848,0.2,1.3,0.5231,2.0545,1.1,2.1201
38281582555511024_5738,NOT,4,3.384326,0.27336,287.65,345.05,138.8525,157.5161,57.4,209.9794
38281582561533479_5739,NOT,5,1.908262,0.147083,314.65,348.5,147.7545,176.4484,33.85,230.1422
38281582672051597_5740,NOT,4,1.333333,0.327429,0.8,2.0,1.7351,3.2282,1.2,3.6649
38281582707093571_5741,NOT,6,2.131191,0.189164,179.45,208.0,108.0134,105.414,28.55,150.9271
38281582735818039_5742,NOT,4,5.097344,0.16525,1303.0,1487.0,658.873,897.6054,184.0,1113.4672
38281582799967142_5743,NOT,5,1.176697,0.509977,0.25,0.85,0.5501,1.04,0.6,1.1765
38281582927138068_5744,NOT,6,0.970495,0.328864,0.85,1.75,1.6944,2.1491,0.9,2.7367
38281587710862523_5745,NOT,5,4.716011,0.253246,1126.7,1285.0,455.1931,428.4018,158.3,625.0831
38281587776422539_5746,NOT,6,1.436842,0.305841,0.3,1.1,0.8013,2.49,0.8,2.6157
38281587839308320_5747,NOT,4,4.431257,0.269805,433.85,526.15,257.0296,225.7603,92.3,342.0993
38281587930993244_5748,NOT,6,5.957393,0.278673,552.25,692.25,260.0797,429.8198,140.0,502.3808
38281588006193387_5749,NOT,5,0.891042,0.318234,0.9,1.75,1.4473,2.2449,0.85,2.671
38281588009097977_5750,NOT,5,0.872872,0.389872,0.2,0.6,0.4104,0.9403,0.4,1.026
38281588081181708_5751,NOT,6,1.963961,0.549331,0.2,1.1,0.5231,1.5526,0.9,1.6384
